#Generated from excel Sequence Generator on 31/07/2015 3:27:28 PM
&	400	100	400	100	400	100	400	100	400	100	400	100	400	100	400	100	400	100	400	100	1	1	1	1	1	1	1536	1	1	1	1598	
% 625
! DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, DUTY_OFF, DUTY_ON, READMINMAX, IMPEDANCE_MP145, IMPEDANCE_MP290, IMPEDANCE_MP580, IMPEDANCE_MP25, IMPEDANCE_CG145, WARMDOWN, COMPLIANCEON_A, COMPLIANCEON_B, COMPLIANCE_OFF, COMPLIANCE_WARMDOWN, 
@ 14_514_PCB1
*	10	15	20	600	23	23	0	50	20	625	0
*	10	16	20	640	23	23	0	50	20	625	0
*	11	0	31	-24	1	20	0	50	20	625	16
*	11	1	20	0	0	31	-24	50	20	625	16
*	11	0	31	-24	1	20	0	50	20	625	0
*	11	1	20	0	0	31	-24	50	20	625	0
*	12	1	20	54	6	20	288	50	20	625	0
*	12	2	20	96	2	20	96	50	20	625	0
*	12	3	20	168	5	20	288	50	20	625	0
*	12	4	20	192	3	20	144	50	20	625	0
*	12	5	20	240	1	20	48	50	20	625	0
*	12	6	20	288	1	20	48	50	20	625	0
*	12	7	20	336	4	20	192	50	20	625	0
*	12	8	20	384	1	20	48	50	20	625	0
*	12	9	20	432	1	20	48	50	20	625	0
*	12	10	20	480	5	20	288	50	20	625	0
*	12	11	20	528	1	20	48	50	20	625	0
*	12	12	20	576	1	20	48	50	20	625	0
*	12	13	20	624	23	23	0	50	20	625	0
*	12	14	20	672	23	23	0	50	20	625	0
*	12	15	20	720	23	23	0	50	20	625	0
*	12	16	20	768	23	23	0	50	20	625	0
*	13	0	31	-24	1	20	0	50	20	625	16
*	13	1	20	0	0	31	-24	50	20	625	16
*	13	0	31	-24	1	20	0	50	20	625	0
*	13	1	20	0	0	31	-24	50	20	625	0
*	14	1	20	63	6	20	336	50	20	625	0
*	14	2	20	112	2	20	112	50	20	625	0
*	14	3	20	196	5	20	336	50	20	625	0
*	14	4	20	224	3	20	168	50	20	625	0
*	14	5	20	280	1	20	56	50	20	625	0
*	14	6	20	336	1	20	56	50	20	625	0
*	14	7	20	392	4	20	224	50	20	625	0
*	14	8	20	448	1	20	56	50	20	625	0
*	14	9	20	504	1	20	56	50	20	625	0
*	14	10	20	560	5	20	336	50	20	625	0
*	14	11	20	616	1	20	56	50	20	625	0
*	14	12	20	672	1	20	56	50	20	625	0
*	14	13	20	728	23	23	0	50	20	625	0
*	14	14	20	784	23	23	0	50	20	625	0
*	14	15	20	840	23	23	0	50	20	625	0
*	14	16	20	896	23	23	0	50	20	625	0
*	15	0	31	-24	1	20	0	50	20	625	16
*	15	1	20	0	0	31	-24	50	20	625	16
*	15	0	31	-24	1	20	0	50	20	625	0
*	15	1	20	0	0	31	-24	50	20	625	0
*	16	1	20	72	6	20	384	50	20	625	0
*	16	2	20	128	2	20	128	50	20	625	0
*	16	3	20	224	5	20	384	50	20	625	0
*	16	4	20	256	3	20	192	50	20	625	0
*	16	5	20	320	1	20	64	50	20	625	0
*	16	6	20	384	1	20	64	50	20	625	0
*	16	7	20	448	4	20	256	50	20	625	0
*	16	8	20	512	1	20	64	50	20	625	0
*	16	9	20	576	1	20	64	50	20	625	0
*	16	10	20	640	5	20	384	50	20	625	0
*	16	11	20	704	1	20	64	50	20	625	0
*	16	12	20	768	1	20	64	50	20	625	0
*	16	13	20	832	23	23	0	50	20	625	0
*	16	14	20	896	23	23	0	50	20	625	0
*	16	15	20	960	23	23	0	50	20	625	0
*	16	16	20	1024	23	23	0	50	20	625	0
*	17	0	31	-24	1	20	0	50	20	625	16
*	17	1	20	0	0	31	-24	50	20	625	16
*	17	0	31	-24	1	20	0	50	20	625	0
*	17	1	20	0	0	31	-24	50	20	625	0
*	18	1	20	81	6	20	432	50	20	625	0
*	18	2	20	144	2	20	144	50	20	625	0
*	18	3	20	252	5	20	432	50	20	625	0
*	18	4	20	288	3	20	216	50	20	625	0
*	18	5	20	360	1	20	72	50	20	625	0
*	18	6	20	432	1	20	72	50	20	625	0
*	18	7	20	504	4	20	288	50	20	625	0
*	18	8	20	576	1	20	72	50	20	625	0
*	18	9	20	648	1	20	72	50	20	625	0
*	18	10	20	720	5	20	432	50	20	625	0
*	18	11	20	792	1	20	72	50	20	625	0
*	18	12	20	864	1	20	72	50	20	625	0
*	18	13	20	936	23	23	0	50	20	625	0
*	18	14	20	1008	23	23	0	50	20	625	0
*	18	15	20	1080	23	23	0	50	20	625	0
*	18	16	20	1152	23	23	0	50	20	625	0
*	19	0	31	-24	1	20	0	50	20	625	16
*	19	1	20	0	0	31	-24	50	20	625	16
*	19	0	31	-24	1	20	0	50	20	625	0
*	19	1	20	0	0	31	-24	50	20	625	0
*	20	1	20	90	6	20	480	50	20	625	0
*	20	2	20	160	2	20	160	50	20	625	0
*	20	3	20	280	5	20	480	50	20	625	0
*	20	4	20	320	3	20	240	50	20	625	0
*	20	5	20	400	1	20	80	50	20	625	0
*	20	6	20	480	1	20	80	50	20	625	0
*	20	7	20	560	4	20	320	50	20	625	0
*	20	8	20	640	1	20	80	50	20	625	0
*	20	9	20	720	1	20	80	50	20	625	0
*	20	10	20	800	5	20	480	50	20	625	0
*	20	11	20	880	1	20	80	50	20	625	0
*	20	12	20	960	1	20	80	50	20	625	0
*	20	13	20	1040	23	23	0	50	20	625	0
*	20	14	20	1120	23	23	0	50	20	625	0
*	20	15	20	1200	23	23	0	50	20	625	0
*	20	16	20	1280	23	23	0	50	20	625	0
*	21	0	0	-205	0	0	-205	40	20	625	0
*	21	0	5	0	0	5	0	40	20	625	0
*	21	0	6	-117	0	6	-117	40	20	625	0
*	21	0	0	-87	23	23	0	40	20	625	2
*	21	0	0	-30	0	0	-30	40	20	625	0
*	21	0	0	-13	0	0	-13	40	20	625	0
*	21	0	0	-205	0	0	-205	40	20	625	0
*	21	0	5	0	0	5	0	40	20	625	0
*	21	0	6	-117	0	6	-117	40	20	625	0
*	21	23	23	0	0	0	-87	40	20	625	2
*	21	0	0	-30	0	0	-30	40	20	625	0
*	21	0	0	-13	0	0	-13	40	20	625	0
*	21	0	0	-205	0	0	-205	40	20	625	0
*	21	0	5	-3	0	5	-3	40	20	625	0
*	21	0	6	-112	0	6	-112	40	20	625	0
*	21	0	0	-87	23	23	0	40	20	625	2
*	21	0	0	-30	0	0	-30	40	20	625	0
*	21	0	0	-13	0	0	-13	40	20	625	0
*	21	0	0	-205	0	0	-205	40	20	625	0
*	21	0	5	-3	0	5	-3	40	20	625	0
*	21	0	6	-112	0	6	-112	40	20	625	0
*	21	23	23	0	0	0	-87	40	20	625	2
*	21	0	0	-30	0	0	-30	40	20	625	0
*	21	0	0	-13	0	0	-13	40	20	625	0
*	21	23	23	0	23	23	0	40	20	625	0
*	21	23	23	0	23	23	0	40	20	625	0
*	22	0	0	-205	0	0	-205	40	20	625	0
*	22	0	5	-1	0	5	-1	40	20	625	0
*	22	0	6	-118	0	6	-118	40	20	625	0
*	22	0	0	-87	23	23	0	40	20	625	0
*	22	1	20	75	1	20	0	145	20	625	2
*	22	2	20	75	1	20	0	145	20	625	2
*	22	3	20	75	1	20	0	145	20	625	2
*	22	4	20	75	1	20	0	145	20	625	2
*	22	5	20	75	1	20	0	145	20	625	2
*	22	6	20	75	1	20	0	145	20	625	2
*	22	0	0	-30	0	0	-30	40	20	625	0
*	22	0	0	-13	0	0	-13	40	20	625	0
*	22	0	0	-205	0	0	-205	40	20	625	0
*	22	0	5	-1	0	5	-1	40	20	625	0
*	22	0	6	-118	0	6	-118	40	20	625	0
*	22	23	23	0	0	0	-87	40	20	625	0
*	22	1	20	0	1	20	75	145	20	625	2
*	22	1	20	0	2	20	75	145	20	625	2
*	22	1	20	0	3	20	75	145	20	625	2
*	22	1	20	0	4	20	75	145	20	625	2
*	22	1	20	0	5	20	75	145	20	625	2
*	22	1	20	0	6	20	75	145	20	625	2
*	22	0	0	-30	0	0	-30	40	20	625	0
*	22	0	0	-13	0	0	-13	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	22	23	23	0	23	23	0	40	20	625	0
*	23	0	0	-205	0	0	-205	40	20	625	0
*	23	0	5	0	0	5	0	40	20	625	0
*	23	0	6	-118	0	6	-118	40	20	625	0
*	23	0	0	-87	23	23	0	40	20	625	0
*	23	1	20	75	1	20	0	290	20	625	2
*	23	2	20	75	1	20	0	290	20	625	2
*	23	3	20	75	1	20	0	290	20	625	2
*	23	4	20	75	1	20	0	290	20	625	2
*	23	5	20	75	1	20	0	290	20	625	2
*	23	6	20	75	1	20	0	290	20	625	2
*	23	0	0	-30	0	0	-30	40	20	625	0
*	23	0	0	-13	0	0	-13	40	20	625	0
*	23	0	0	-205	0	0	-205	40	20	625	0
*	23	0	5	0	0	5	0	40	20	625	0
*	23	0	6	-118	0	6	-118	40	20	625	0
*	23	23	23	0	0	0	-87	40	20	625	0
*	23	1	20	0	1	20	75	290	20	625	2
*	23	1	20	0	2	20	75	290	20	625	2
*	23	1	20	0	3	20	75	290	20	625	2
*	23	1	20	0	4	20	75	290	20	625	2
*	23	1	20	0	5	20	75	290	20	625	2
*	23	1	20	0	6	20	75	290	20	625	2
*	23	0	0	-30	0	0	-30	40	20	625	0
*	23	0	0	-13	0	0	-13	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	23	23	23	0	23	23	0	40	20	625	0
*	24	0	0	-205	0	0	-205	40	20	625	0
*	24	0	5	-3	0	5	-3	40	20	625	0
*	24	0	6	-118	0	6	-118	40	20	625	0
*	24	0	0	-87	23	23	0	40	20	625	0
*	24	1	20	75	1	20	0	580	20	625	2
*	24	2	20	75	1	20	0	580	20	625	2
*	24	3	20	75	1	20	0	580	20	625	2
*	24	4	20	75	1	20	0	580	20	625	2
*	24	5	20	75	1	20	0	580	20	625	2
*	24	6	20	75	1	20	0	580	20	625	2
*	24	0	0	-30	0	0	-30	40	20	625	0
*	24	0	0	-13	0	0	-13	40	20	625	0
*	24	0	0	-205	0	0	-205	40	20	625	0
*	24	0	5	-3	0	5	-3	40	20	625	0
*	24	0	6	-118	0	6	-118	40	20	625	0
*	24	23	23	0	0	0	-87	40	20	625	0
*	24	1	20	0	1	20	75	580	20	625	2
*	24	1	20	0	2	20	75	580	20	625	2
*	24	1	20	0	3	20	75	580	20	625	2
*	24	1	20	0	4	20	75	580	20	625	2
*	24	1	20	0	5	20	75	580	20	625	2
*	24	1	20	0	6	20	75	580	20	625	2
*	24	0	0	-30	0	0	-30	40	20	625	0
*	24	0	0	-13	0	0	-13	40	20	625	0
*	24	23	23	0	23	23	0	40	20	625	0
*	24	23	23	0	23	23	0	40	20	625	0
*	25	0	0	-205	0	0	-205	40	20	625	0
*	25	0	5	-3	0	5	-3	40	20	625	0
*	25	0	6	-118	0	6	-118	40	20	625	0
*	25	0	0	-87	23	23	0	40	20	625	0
*	25	1	20	75	1	20	0	25	20	625	2
*	25	2	20	75	1	20	0	25	20	625	2
*	25	3	20	75	1	20	0	25	20	625	2
*	25	4	20	75	1	20	0	25	20	625	2
*	25	5	20	75	1	20	0	25	20	625	2
*	25	6	20	75	1	20	0	25	20	625	2
*	25	0	0	-30	0	0	-30	40	20	625	0
*	25	0	0	-13	0	0	-13	40	20	625	0
*	25	0	0	-205	0	0	-205	40	20	625	0
*	25	0	5	-3	0	5	-3	40	20	625	0
*	25	0	6	-118	0	6	-118	40	20	625	0
*	25	23	23	0	0	0	-87	40	20	625	0
*	25	1	20	0	1	20	75	25	20	625	2
*	25	1	20	0	2	20	75	25	20	625	2
*	25	1	20	0	3	20	75	25	20	625	2
*	25	1	20	0	4	20	75	25	20	625	2
*	25	1	20	0	5	20	75	25	20	625	2
*	25	1	20	0	6	20	75	25	20	625	2
*	25	0	0	-30	0	0	-30	40	20	625	0
*	25	0	0	-13	0	0	-13	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	25	23	23	0	23	23	0	40	20	625	0
*	26	0	0	-205	0	0	-205	40	20	625	0
*	26	0	5	-3	0	5	-3	40	20	625	0
*	26	0	6	-118	0	6	-118	40	20	625	0
*	26	0	0	-87	23	23	0	40	20	625	0
*	26	1	1	75	1	20	0	145	20	625	2
*	26	2	2	75	1	20	0	145	20	625	2
*	26	3	3	75	1	20	0	145	20	625	2
*	26	4	4	75	1	20	0	145	20	625	2
*	26	5	5	75	1	20	0	145	20	625	2
*	26	6	6	75	1	20	0	145	20	625	2
*	26	0	0	-30	0	0	-30	40	20	625	0
*	26	0	0	-13	0	0	-13	40	20	625	0
*	26	0	0	-205	0	0	-205	40	20	625	0
*	26	0	5	-3	0	5	-3	40	20	625	0
*	26	0	6	-118	0	6	-118	40	20	625	0
*	26	23	23	0	0	0	-87	40	20	625	0
*	26	1	20	0	1	1	75	145	20	625	2
*	26	1	20	0	2	2	75	145	20	625	2
*	26	1	20	0	3	3	75	145	20	625	2
*	26	1	20	0	4	4	75	145	20	625	2
*	26	1	20	0	5	5	75	145	20	625	2
*	26	1	20	0	6	6	75	145	20	625	2
*	26	0	0	-30	0	0	-30	40	20	625	0
*	26	0	0	-13	0	0	-13	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	26	23	23	0	23	23	0	40	20	625	0
*	27	23	3	0	23	23	0	40	20	625	0
*	28	23	23	0	23	23	0	40	20	625	0
*	28	0	0	-92	23	23	0	40	20	625	0
*	29	23	23	0	23	23	0	40	20	625	0
*	29	23	23	0	0	0	-92	40	20	625	0
*	30	0	0	-30	0	0	-30	40	20	625	0
*	30	0	0	-13	0	0	-13	40	20	625	0
*	31	23	3	0	23	23	0	40	20	625	0
